,element_type,osmid,highway,geometry,addr:city,building,addr:country,addr:district,addr:district:en,addr:housenumber,addr:postcode,addr:province,addr:province:en,addr:street,addr:street:en,addr:subdistrict,addr:subdistrict:en,addr:housename,construction,nodes,name,name:ar,name:en,oneway,alt_name,alt_name:en,junction,country,diplomatic,embassy,name:fr,office,target,building:levels,height,foot,access,amenity,healthcare,source,religion,note,building_1,layer,tunnel,bridge,lanes,maxspeed,note:en,brand,brand:wikidata,brand:wikipedia,shop,phone,website,contact:facebook,contact:instagram,contact:whatsapp,email,healthcare:speciality,brand:ar,brand:en,cuisine,opening_hours,takeaway
791,way,1139544298,,"POLYGON ((31.1991853 30.0562738, 31.19907 30.056369, 31.1991451 30.0564386, 31.1992309 30.056362, 31.1991853 30.0562738))",,yes,,,,,,,,,,,,,,"[10620457662, 10620457663, 10620457664, 10620457665, 10620457662]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,way,1139544299,,"POLYGON ((31.1992443 30.0564781, 31.1992953 30.0564316, 31.1993811 30.0564897, 31.1993275 30.0565431, 31.1992443 30.0564781))",,yes,,,,,,,,,,,,,,"[10620457666, 10620457667, 10620457668, 10620457669, 10620457666]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,way,1139544300,,"POLYGON ((31.1988903 30.0560114, 31.1988044 30.0558907, 31.1986972 30.0559627, 31.1988018 30.0560811, 31.1988903 30.0560114))",,yes,,,,,,,,,,,,,,"[10620457670, 10620457671, 10620457672, 10620457673, 10620457670]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,way,1139544301,,"POLYGON ((31.1987293 30.0555936, 31.1988018 30.0556539, 31.1987025 30.055698, 31.1986596 30.05564, 31.1987293 30.0555936))",,yes,,,,,,,,,,,,,,"[10620457674, 10620457675, 10620457676, 10620457677, 10620457674]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,way,1139544302,,"POLYGON ((31.1985309 30.0557143, 31.1986247 30.055647, 31.1987454 30.055763, 31.1985791 30.055763, 31.1985309 30.0557143))",,yes,,,,,,,,,,,,,,"[10620457678, 10620457679, 10620457680, 10620457681, 10620457678]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,way,1139544303,,"POLYGON ((31.1994884 30.0563133, 31.1993945 30.0562622, 31.1994857 30.0560672, 31.1996386 30.0561693, 31.1994884 30.0563133))",,yes,,,,,,,,,,,,,,"[10620457682, 10620457683, 10620457684, 10620457685, 10620457682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,way,1139544304,,"POLYGON ((31.1996091 30.0562622, 31.1996601 30.0563016, 31.1996011 30.0563783, 31.1995474 30.0563063, 31.1996091 30.0562622))",,yes,,,,,,,,,,,,,,"[10620457686, 10620457687, 10620457688, 10620457689, 10620457686]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,way,1139544305,,"POLYGON ((31.1994723 30.0565175, 31.1995796 30.0565756, 31.1995099 30.0566592, 31.1994026 30.0566127, 31.1994723 30.0565175))",,yes,,,,,,,,,,,,,,"[10620457690, 10620457691, 10620457692, 10620457693, 10620457690]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,way,1139544306,,"POLYGON ((31.1996788 30.0565733, 31.1997754 30.0566406, 31.1997379 30.0567474, 31.1996011 30.0566893, 31.1996788 30.0565733))",,yes,,,,,,,,,,,,,,"[10620457694, 10620457695, 10620457696, 10620457697, 10620457694]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,way,1139544307,,"POLYGON ((31.1996976 30.0563202, 31.1997915 30.0563713, 31.1997244 30.0564665, 31.1996225 30.0564015, 31.1996976 30.0563202))",,yes,,,,,,,,,,,,,,"[10620457698, 10620457699, 10620457700, 10620457701, 10620457698]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,way,1139544308,,"POLYGON ((31.1997781 30.0565524, 31.1998666 30.0565988, 31.1998666 30.0563945, 31.1997781 30.0565524))",,yes,,,,,,,,,,,,,,"[10620457702, 10620457703, 10620457704, 10620457702]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,way,1139544309,,"POLYGON ((31.1998156 30.0566847, 31.1999041 30.0567265, 31.1998773 30.0567985, 31.19977 30.0567636, 31.1998156 30.0566847))",,yes,,,,,,,,,,,,,,"[10620487705, 10620487706, 10620487707, 10620487708, 10620487705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,way,1139544310,,"POLYGON ((31.2000101 30.05686, 31.2000396 30.0567091, 31.2001911 30.0567404, 31.2001523 30.0569052, 31.2000101 30.05686))",,yes,,,,,,,,,,,,,,"[10620487709, 10620487710, 10620487711, 10620487712, 10620487709]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,way,1139544311,,"POLYGON ((31.2001409 30.0565605, 31.2002428 30.0565907, 31.2003072 30.0564583, 31.2001892 30.0564212, 31.2001409 30.0565605))",,yes,,,,,,,,,,,,,,"[10620487713, 10620487714, 10620487715, 10620487716, 10620487713]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,way,1139544312,,"POLYGON ((31.2004112 30.0567683, 31.2003898 30.0569354, 31.2002261 30.0569076, 31.2002449 30.0567892, 31.2004112 30.0567683))",,yes,,,,,,,,,,,,,,"[10620487717, 10620487718, 10620487719, 10620487720, 10620487717]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,way,1139544313,,"POLYGON ((31.2002583 30.0570213, 31.2003281 30.0570817, 31.2003093 30.0571653, 31.2001886 30.0571444, 31.2002583 30.0570213))",,yes,,,,,,,,,,,,,,"[10620487721, 10620487722, 10620487723, 10620487724, 10620487721]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,way,1139544314,,"POLYGON ((31.2001108 30.0570631, 31.2001001 30.0571328, 31.2000142 30.0571188, 31.2000357 30.0570469, 31.2001108 30.0570631))",,yes,,,,,,,,,,,,,,"[10620487725, 10620487726, 10620487727, 10620487728, 10620487725]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,way,1139544315,,"POLYGON ((31.1998533 30.0570492, 31.1998775 30.0569563, 31.1999955 30.0569911, 31.1999606 30.0570956, 31.1998533 30.0570492))",,yes,,,,,,,,,,,,,,"[10620487729, 10620487730, 10620487731, 10620487732, 10620487729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,way,1139544316,,"POLYGON ((31.1998479 30.0569052, 31.1997863 30.0570561, 31.1996736 30.057019, 31.1997138 30.0568658, 31.1998479 30.0569052))",,yes,,,,,,,,,,,,,,"[10620487733, 10620487734, 10620487735, 10620487736, 10620487733]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,way,1139544317,,"POLYGON ((31.1996226 30.0570933, 31.1996536 30.057107, 31.1997272 30.0571397, 31.1996924 30.0571885, 31.1996039 30.0571583, 31.1996226 30.0570933))",,yes,,,,,,,,,,,,,,"[10620487737, 10620487741, 10620487738, 10620487739, 10620487740, 10620487737]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,way,1139544318,,"POLYGON ((31.2005856 30.0571188, 31.2007116 30.0571374, 31.2006875 30.0571908, 31.2005918 30.0571688, 31.2006204 30.0571536, 31.2005856 30.0571188))",,yes,,,,,,,,,,,,,,"[10620487742, 10620487743, 10620487744, 6771440557, 10620487745, 10620487742]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,way,1139544319,,"POLYGON ((31.200599 30.056961, 31.200725 30.0569679, 31.2007277 30.0570701, 31.2006078 30.0570058, 31.200599 30.056961))",,yes,,,,,,,,,,,,,,"[10620487746, 10620487747, 10620487748, 6771440407, 10620487746]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,way,1139544320,,"POLYGON ((31.2009369 30.0567009, 31.2009798 30.0565756, 31.2006955 30.0565384, 31.2007143 30.0566893, 31.2009369 30.0567009))",,yes,,,,,,,,,,,,,,"[10620487749, 10620487750, 10620487751, 10620487752, 10620487749]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,way,1149622328,trunk_link,"LINESTRING (31.2080424 30.0607821, 31.2076105 30.0602206, 31.2075674 30.0601779, 31.2075176 30.0601412, 31.207462 30.0601112, 31.2074019 30.0600886, 31.2073387 30.060074, 31.2072736 30.0600675, 31.2072082 30.0600694, 31.2071437 30.0600796, 31.2070818 30.0600979, 31.2070236 30.0601238)",,,,,,,,,,,,,,,,"[7927958883, 10567241408, 10566671430, 10567502811, 10567502810, 10566671431, 10567502809, 10694672042, 10694672041, 10694672040, 10694672039, 10694672038]",,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,way,1150449606,,"POLYGON ((31.1919656 30.0530681, 31.1921694 30.0530968, 31.1921925 30.0529739, 31.1922325 30.0529795, 31.1922135 30.0530804, 31.1923386 30.053098, 31.1923602 30.0529835, 31.192409 30.0529904, 31.1923593 30.052838, 31.1922705 30.0528284, 31.1922751 30.0527962, 31.1921202 30.0527795, 31.1920074 30.0528459, 31.1919656 30.0530681))",,yes,,,,,,,,,,,,,,"[10702002085, 10702002086, 10702002087, 10702002088, 10702002089, 10702002090, 10702002091, 10702002092, 10702002093, 10702002094, 10702002095, 10702002096, 10702002097, 10702002085]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,way,1150449607,,"POLYGON ((31.1916416 30.0529621, 31.1918111 30.0529846, 31.1918015 30.0530393, 31.1919162 30.0530544, 31.1919578 30.0528185, 31.1918224 30.0529044, 31.1916557 30.0528824, 31.1916416 30.0529621))",,yes,,,,,,,,,,,,,,"[10702002098, 10702002099, 10702002100, 10702002101, 10702002102, 10702002103, 10702002104, 10702002098]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,way,1150449608,,"POLYGON ((31.1916103 30.052799, 31.1918405 30.0528341, 31.1920615 30.0527756, 31.1920841 30.0526467, 31.1918495 30.0526154, 31.19166 30.0526545, 31.1916103 30.052799))",,yes,,,,,,,,,,,,,,"[10702009505, 10702009506, 10702009507, 10702009508, 10702009509, 10702009510, 10702009505]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,way,1150449609,,"POLYGON ((31.1923774 30.0530802, 31.1925686 30.0531029, 31.1925907 30.0529636, 31.1924541 30.0529474, 31.1923774 30.0530802))",,yes,,,,,,,,,,,,,,"[10702009511, 10702009512, 10702009513, 10702009514, 10702009511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,way,1150449610,,"POLYGON ((31.1925824 30.0531193, 31.1928002 30.0531457, 31.1928436 30.0528785, 31.1926257 30.052852, 31.1925824 30.0531193))",,yes,,,,,,,,,,,,,,"[10702009515, 10702009516, 10702009517, 10702009518, 10702009515]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,way,1150449611,,"POLYGON ((31.1928754 30.0531603, 31.1931355 30.0531771, 31.1931555 30.0529874, 31.1928919 30.0529701, 31.1928754 30.0531603))",,yes,,,,,,,,,,,,,,"[10702009519, 10702009520, 10702009521, 10702009522, 10702009519]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,way,1150449612,,"POLYGON ((31.1929231 30.0529211, 31.1931679 30.0529605, 31.1932274 30.0527539, 31.1929514 30.0527664, 31.1929231 30.0529211))",,yes,,,,,,,,,,,,,,"[10702009523, 10702009524, 10756109547, 10702009526, 10702009523]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,way,1150449613,,"POLYGON ((31.1916836 30.0525755, 31.1916825 30.0524748, 31.1918179 30.0523928, 31.1921473 30.0523928, 31.1921061 30.0524792, 31.1920615 30.0525725, 31.1916836 30.0525755))",,yes,,,,,,,,,,,,,,"[10702009527, 10702009528, 10702009529, 10702009530, 10702009536, 10702009531, 10702009527]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,way,1150449614,,"POLYGON ((31.1921908 30.0526886, 31.1921969 30.0525568, 31.1922465 30.0525568, 31.1922375 30.0524631, 31.1921061 30.0524792, 31.1920931 30.0525686, 31.1920754 30.0525992, 31.1921067 30.0526857, 31.1921908 30.0526886))",,yes,,,,,,,,,,,,,,"[10702009532, 10702009533, 10702009534, 10702009535, 10702009536, 10702009537, 6790807911, 10702009538, 10702009532]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,way,1150449615,,"POLYGON ((31.1929609 30.0526716, 31.193234 30.0527185, 31.1932659 30.0525612, 31.1931892 30.0525065, 31.1930012 30.0524725, 31.1929609 30.0526716))",,yes,,,,,,,,,,,,,,"[10702009539, 10702009540, 10702009541, 10702009542, 10702009543, 10702009539]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,way,1150450941,,"POLYGON ((31.1920571 30.0521681, 31.1922094 30.0521927, 31.1923438 30.052179, 31.192414 30.051855, 31.1922173 30.0518231, 31.1921783 30.0520034, 31.1920956 30.05199, 31.1920571 30.0521681))",,yes,,,,,,,,,,,,,,"[10702016961, 10702016962, 10702016963, 10702016964, 10702016965, 10702016966, 10702016967, 10702016961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,way,1150450942,,"POLYGON ((31.1922727 30.0522087, 31.1924071 30.0522292, 31.1925363 30.0521927, 31.1926137 30.0518815, 31.1924567 30.0518523, 31.1923755 30.052179, 31.1922727 30.0522087))",,yes,,,,,,,,,,,,,,"[10702016968, 10702016969, 10702016970, 10702016971, 10702016972, 10702016973, 10702016968]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,way,1150450943,,"POLYGON ((31.1925405 30.0522153, 31.1926849 30.0522435, 31.1927179 30.0521728, 31.1927574 30.0519757, 31.1927682 30.051924, 31.1926238 30.0518958, 31.1925405 30.0522153))",,yes,,,,,,,,,,,,,,"[10702016974, 10702016975, 10702016978, 10702016985, 10702016976, 10702016977, 10702016974]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,way,1150450944,,"POLYGON ((31.1927179 30.0521728, 31.1928199 30.0521882, 31.1928401 30.0520877, 31.1928627 30.0520911, 31.1928684 30.0520627, 31.1928447 30.0520535, 31.1928573 30.0519907, 31.1927574 30.0519757, 31.1927179 30.0521728))",,yes,,,,,,,,,,,,,,"[10702016978, 10702016979, 10702016980, 10702016981, 10702016982, 10702016983, 10702016984, 10702016985, 10702016978]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,way,1150450945,,"POLYGON ((31.1928737 30.0522384, 31.1930292 30.0522429, 31.1930608 30.0521859, 31.1930898 30.052179, 31.1930899 30.0521289, 31.1930529 30.0521288, 31.1930898 30.0520033, 31.1931193 30.0520038, 31.1931205 30.0519495, 31.1929669 30.0519471, 31.1929659 30.0519942, 31.1929882 30.0520017, 31.1929528 30.0520809, 31.1929633 30.0521151, 31.1929475 30.0522201, 31.1928737 30.0522384))",,yes,,,,,,,,,,,,,,"[10702016986, 10702016987, 10702016988, 10702016989, 10702016990, 10702016991, 10702016992, 10702016993, 10702016994, 10702016995, 10702016996, 10702016997, 10702016998, 10702016999, 10702017000, 10702016986]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,way,1150450946,,"POLYGON ((31.1918265 30.0519521, 31.1921574 30.0519861, 31.1921773 30.0518411, 31.1918464 30.0518071, 31.1918265 30.0519521))",,yes,,,,,,,,,,,,,,"[10702017001, 10702017002, 10702017003, 10702017004, 10702017001]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,way,1150450949,,"POLYGON ((31.1921119 30.0517524, 31.1923223 30.0517769, 31.1923533 30.0515778, 31.1922068 30.0515607, 31.1921119 30.0517524))",,yes,,,,,,,,,,,,,,"[10702018115, 10702018116, 10702018117, 10702018118, 10702018115]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,way,1150450950,,"POLYGON ((31.1923421 30.0517854, 31.1923751 30.0515507, 31.192689 30.0515838, 31.192656 30.0518185, 31.1923421 30.0517854))",,yes,,,,,,,,,,,,,,"[10702018119, 10702018120, 10702018121, 10702018122, 10702018119]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,way,1150450951,,"POLYGON ((31.1926807 30.0518192, 31.1927926 30.0518293, 31.1928218 30.0515875, 31.1927099 30.0515774, 31.1926807 30.0518192))",,yes,,,,,,,,,,,,,,"[10702018123, 10702018124, 10702018125, 10702018126, 10702018123]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,way,1150450952,,"POLYGON ((31.1928101 30.0518524, 31.1929611 30.0518691, 31.1929943 30.0516438, 31.1928433 30.0516271, 31.1928101 30.0518524))",,yes,,,,,,,,,,,,,,"[10702018127, 10702018128, 10702018129, 10702018130, 10702018127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,way,1150450953,,"POLYGON ((31.1929799 30.0518676, 31.1931745 30.0518843, 31.1932171 30.0516362, 31.193013 30.0516161, 31.1929799 30.0518676))",,yes,,,,,,,,,,,,,,"[10702018131, 10702018132, 10702018133, 10702018134, 10702018131]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,way,1150450954,,"POLYGON ((31.1930635 30.0522385, 31.1931442 30.0523119, 31.1932391 30.0523051, 31.193318 30.0522219, 31.193254 30.0521765, 31.1932391 30.0521659, 31.19316 30.0521591, 31.1930635 30.0522385))",,yes,,,,,,,,,,,,,,"[10702018135, 10702018136, 10702018137, 10702018138, 10702018142, 10702018139, 10702018140, 10702018135]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,way,1150450955,,"POLYGON ((31.1931597 30.0520855, 31.1932582 30.0521682, 31.1933391 30.052115, 31.1932375 30.0520247, 31.1931597 30.0520855))",,yes,,,,,,,,,,,,,,"[10702018141, 10756109543, 10702018143, 10756109542, 10702018141]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,way,1150450956,,"POLYGON ((31.1931851 30.051993, 31.1933214 30.0520172, 31.1933773 30.0520021, 31.1934192 30.0518684, 31.19322 30.0518189, 31.1931851 30.051993))",,yes,,,,,,,,,,,,,,"[10702018144, 10702018145, 10702018146, 10702018147, 10702018148, 10702018144]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,way,1150451835,,"POLYGON ((31.1932875 30.053195, 31.1935437 30.0532237, 31.1937083 30.0531962, 31.1937603 30.0530963, 31.1933098 30.0530459, 31.1932875 30.053195))",,yes,,,,,,,,,,,,,,"[10701957381, 10701957382, 10701957383, 10701957384, 10701957385, 10701957381]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,way,1150451836,,"POLYGON ((31.1936968 30.0532637, 31.1938894 30.0532864, 31.1939369 30.0529853, 31.193818 30.0529713, 31.1937949 30.0529638, 31.1937805 30.0531062, 31.1936968 30.0532637))",,yes,,,,,,,,,,,,,,"[10701957386, 10701957387, 10701957388, 10701957389, 10701957390, 10701957391, 10701957386]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,way,1150451837,,"POLYGON ((31.1932983 30.0530238, 31.1937592 30.0530633, 31.1937715 30.0529555, 31.1933416 30.0529188, 31.1932983 30.0530238))",,yes,,,,,,,,,,,,,,"[10701957392, 10701957393, 10701957394, 10701957395, 10701957392]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,way,1150451838,,"POLYGON ((31.1933966 30.0528667, 31.1937468 30.0529087, 31.1937625 30.0528106, 31.1934123 30.0527685, 31.1933966 30.0528667))",,yes,,,,,,,,,,,,,,"[10701957396, 10701957397, 10701957398, 10701957399, 10701957396]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,way,1150451839,,"POLYGON ((31.1933849 30.0527485, 31.1937287 30.052772, 31.193925 30.052732, 31.1939393 30.0525749, 31.193404 30.0525384, 31.1933849 30.0527485))",,yes,,,,,,,,,,,,,,"[10701957400, 10701957401, 10701957402, 10701957403, 10701957404, 10701957400]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,way,1150454763,,"POLYGON ((31.1939158 30.0529103, 31.1940703 30.0529215, 31.1941013 30.0526564, 31.1940596 30.0526508, 31.1940676 30.0526033, 31.1939769 30.0525914, 31.1939594 30.0525896, 31.1939327 30.0527778, 31.1939158 30.0529103))",,yes,,,,,,,,,,,,,,"[10702009690, 10702009691, 10702009692, 10702009693, 10702009694, 10702009695, 10702009696, 10756109545, 10702009690]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,way,1150454764,,"POLYGON ((31.1941159 30.0529282, 31.1942656 30.0529413, 31.1943869 30.0529113, 31.1944181 30.0526478, 31.1943176 30.0526389, 31.1941475 30.0526838, 31.1941159 30.0529282))",,yes,,,,,,,,,,,,,,"[10756109546, 10702009697, 10702009698, 10702009699, 10702009700, 10702009701, 10756109546]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,way,1150454765,,"POLYGON ((31.194276 30.0529647, 31.1943717 30.052979, 31.1945447 30.0529456, 31.1945571 30.0528738, 31.1945794 30.0528767, 31.1945926 30.0528006, 31.1945613 30.0528038, 31.1945831 30.0526622, 31.1944538 30.0526473, 31.194414 30.0529057, 31.194276 30.0529647))",,yes,,,,,,,,,,,,,,"[10702009702, 10702009703, 10702009704, 10702048405, 10702048406, 10702048407, 10702048408, 10702048409, 10702048410, 10702048411, 10702009702]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,way,1150454766,,"POLYGON ((31.1945429 30.0529838, 31.1947911 30.0529889, 31.1947978 30.0527408, 31.1946827 30.0527385, 31.1946018 30.0527783, 31.1945797 30.0529456, 31.1945429 30.0529838))",,yes,,,,,,,,,,,,,,"[10702048412, 10702048413, 10702048414, 10702048415, 10702048416, 10702048417, 10702048412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,way,1150454767,,"POLYGON ((31.1943928 30.0533237, 31.1945487 30.0533417, 31.1945936 30.0530493, 31.19448 30.0530362, 31.1944349 30.0530492, 31.1943928 30.0533237))",,yes,,,,,,,,,,,,,,"[10702048418, 10702048419, 10702048420, 10702048421, 10702048422, 10702048418]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,way,1150454768,,"POLYGON ((31.1942395 30.0533183, 31.1943792 30.0533311, 31.1944149 30.0530398, 31.1942753 30.053027, 31.1942395 30.0533183))",,yes,,,,,,,,,,,,,,"[10702048423, 10702048424, 10702048425, 10702048426, 10702048423]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,way,1150454769,,"POLYGON ((31.1940879 30.0532889, 31.1942272 30.0532991, 31.1942542 30.0530217, 31.1941726 30.0530157, 31.1941124 30.053038, 31.1940879 30.0532889))",,yes,,,,,,,,,,,,,,"[10702048427, 10702048428, 10702048429, 10702048430, 10702048431, 10702048427]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,way,1150454770,,"POLYGON ((31.193906 30.0532762, 31.1939582 30.0532764, 31.1940694 30.053293, 31.1941038 30.0530046, 31.1939985 30.0529804, 31.1939598 30.0529934, 31.193906 30.0532762))",,yes,,,,,,,,,,,,,,"[10702048432, 10702048433, 10702048434, 10702048435, 10702048436, 10702048437, 10702048432]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,way,1150454771,,"POLYGON ((31.1936303 30.0515456, 31.1939987 30.0515948, 31.1940108 30.0515267, 31.1940318 30.0515295, 31.194046 30.0514498, 31.1939373 30.0514353, 31.1939504 30.051362, 31.19378 30.0513392, 31.1936644 30.0513537, 31.1936303 30.0515456))",,yes,,,,,,,,,,,,,,"[10702048438, 10702048439, 10702048440, 10702048441, 10702048442, 10702048443, 10702048444, 10702048445, 10702048446, 10702048438]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,way,1150454772,,"POLYGON ((31.1940269 30.0515945, 31.1941739 30.0516167, 31.1942102 30.051437, 31.1940632 30.0514148, 31.1940269 30.0515945))",,yes,,,,,,,,,,,,,,"[10702048447, 10702048448, 10702048449, 10702048450, 10702048447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,way,1150454773,,"POLYGON ((31.1942071 30.051603, 31.1943323 30.0516163, 31.1943583 30.0514326, 31.1942332 30.0514193, 31.1942071 30.051603))",,yes,,,,,,,,,,,,,,"[10702048451, 10702048452, 10702048453, 10702048454, 10702048451]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,way,1150454774,,"POLYGON ((31.1943825 30.0514406, 31.1945573 30.0514718, 31.1946014 30.0515061, 31.1945703 30.0516555, 31.1943529 30.0516328, 31.1943825 30.0514406))",,yes,,,,,,,,,,,,,,"[10702048455, 10702048456, 10702048457, 10702048458, 10702048459, 10702048455]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,way,1150454775,,"POLYGON ((31.1937057 30.0512487, 31.1939176 30.0512842, 31.1940035 30.0512714, 31.194023 30.0511847, 31.1939819 30.0511778, 31.1939753 30.0512074, 31.1938656 30.051189, 31.1938738 30.0511521, 31.1937327 30.0511284, 31.1937057 30.0512487))",,yes,,,,,,,,,,,,,,"[10702048460, 10702048461, 10702048462, 10702048463, 10702048464, 10702048465, 10702048466, 10702048467, 10702048468, 10702048460]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,way,1150454776,,"POLYGON ((31.1940103 30.0513255, 31.1942138 30.0513791, 31.1943239 30.0513453, 31.1943895 30.0511662, 31.1942641 30.051133, 31.1940716 30.0511509, 31.1940103 30.0513255))",,yes,,,,,,,,,,,,,,"[10702048469, 10702048470, 10702048471, 10702048472, 10702048473, 10702048474, 10702048469]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
